Azulejo-Código,Procedência,Fábrica,Dimensão-Formato,"Material, Técnica de Fabricação e Decorativa",Endereço,Bairro,Uso-Aplicação,Altura,Largura,latitude,longitude
Azulejo-PE 47-2-3,Portugal,,"13,2 x 13,2cm",Cerâmica e vidrado Estampilha,"Rua Tomazia Perdigão n 62, Belém, Pará, Brasil",Cidade Velha,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.2,13.2,-1.4570552,-48.5028955
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Frutuoso Guimarães n 270, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4510368,-48.5010789
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Frutuoso Guimarães n 272, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4510368,-48.5010789
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Frutuoso Guimarães n 276, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4510368,-48.5010789
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Frutuoso Guimarães n 282, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4510368,-48.5010789
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Frutuoso Guimarães n 284, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4510368,-48.5010789
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Avenida Senador Lemos n 574, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4132186,-48.4653532
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa 7 de Setembro n 35, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.5090641,-48.6223582
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa 1º de Março n 864, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4491087,-48.4996136
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Major Joaquim Távora n 327, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4576985,-48.5049259
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Pedro Albuquerque n 65, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.458984,-48.5015176
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Pedro Albuquerque n 71, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.458984,-48.5015176
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Avenida Generalíssimo Deodoro n 201, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4445448,-48.4828512
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Benjamin Constant n 415, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4560558,-48.4880639
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Ó de Almeida n 810, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.1386998,-48.448846
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Ó de Almeida n 831, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.449540427897844,-48.48985507341709
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Senador Manoel Barata n 277, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4450958,-48.4902637
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Senador Manoel Barata n 279, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4450958,-48.4902637
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Avenida Nazaré n 285, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4522349,-48.484785
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Avenida Assis de Vasconcelos n 877, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4536389,-48.492507
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Riachuelo n 43, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4533292,-48.4970448
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Riachuelo n 104, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4533292,-48.4970448
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Cametá n 89, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4590114,-48.5032951
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Cametá n 106, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4590114,-48.5032951
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Padre Eutiquio n 483, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4693734,-48.4791116
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Padre Eutiquio n 489, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4693734,-48.4791116
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Campos Sales n 517, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4543075,-48.4978101
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Angelo Custodio n 35, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4601655,-48.4999254
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Angelo Custodio n 41, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4601655,-48.4999254
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Angelo Custodio n 45, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4601655,-48.4999254
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Angelo Custodio n 47, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4601655,-48.4999254
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua 13 de Maio n 158, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4530688,-48.5007704
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua 13 de Maio n 160, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4530688,-48.5007704
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua 13 de Maio n 162, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4530688,-48.5007704
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua 13 de Maio n 168, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4530688,-48.5007704
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua 28 de Setembro n 1181, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.450574,-48.4982834
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua 28 de Setembro n 1183, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.450574,-48.4982834
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua 28 de Setembro n 11871189, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.450574,-48.4982834
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Siqueira Mendes n 152, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.3021009,-48.4894077
Azulejo-PE 49-1-1,Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Frei Gil de Vila Nova n 993, Belém, Pará, Brasil",Cidade Velha/Campina/Umarizal/Reduto/Nazaré/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4487364,-48.4969225
Azulejo-PE 49-1-2 (azul),Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Padre Prudêncio n 586, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4538014,-48.4966004
Azulejo-PE 49-1-2 (azul),Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Senador Manoel Barata n 880, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4450958,-48.4902637
Azulejo-PE 49-1-3 (verde),Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Avenida General Gurjão n 176, Belém, Pará, Brasil",Cidade Velha/Campina/São Brás,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.3649733,-48.2391604
Azulejo-PE 49-1-3 (verde),Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Carlos Gomes n 55, Belém, Pará, Brasil",Cidade Velha/Campina/São Brás,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.455884,-48.4969181
Azulejo-PE 49-1-3 (verde),Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Avenida Governador José Malcher n 1701, Belém, Pará, Brasil",Cidade Velha/Campina/São Brás,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4520293,-48.493545
Azulejo-PE 49-1-3 (verde),Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Aristides Lobo n 93, Belém, Pará, Brasil",Cidade Velha/Campina/São Brás,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4479154,-48.4912453
Azulejo-PE 49-1-3 (verde),Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Aristides Lobo n 99, Belém, Pará, Brasil",Cidade Velha/Campina/São Brás,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4479154,-48.4912453
Azulejo-PE 49-1-3 (verde),Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Aristides Lobo n 105, Belém, Pará, Brasil",Cidade Velha/Campina/São Brás,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4479154,-48.4912453
Azulejo-PE 49-1-3 (verde),Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Riachuelo n 110, Belém, Pará, Brasil",Cidade Velha/Campina/São Brás,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4533292,-48.4970448
Azulejo-PE 49-1-3 (verde),Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Rua Cametá n 119, Belém, Pará, Brasil",Cidade Velha/Campina/São Brás,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4590114,-48.5032951
Azulejo-PE 49-1-3 (verde),Lisboa/Portugal semelhante a padrão inglês - Minpon. & Co,Calçado dos Cesteiros ou Roseira,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Campos Sales n 493, Belém, Pará, Brasil",Cidade Velha/Campina/São Brás,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4543075,-48.4978101
Azulejo-PE 56-1-1,Porto e Lisboa/Portugal,,"13,2 x 13,2cm",Cerâmica e vidrado Estampilha,"Travessa Benjamin Constant n 1006, Belém, Pará, Brasil",Nazaré,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.2,13.2,-1.4560558,-48.4880639
Azulejo-PE 56-1-1,Porto e Lisboa/Portugal,,"13,2 x 13,2cm",Cerâmica e vidrado Estampilha,"Travessa Benjamin Constant n 1012, Belém, Pará, Brasil",Nazaré,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.2,13.2,-1.4560558,-48.4880639
Azulejo-PE 66-1-1,Porto/Portugal,A.A.Costa & C Fa - Antonio Almeida de Costa e Cia. das Devezas de Vila Nova de Gaia ou Desterro,"13,5 x 13,5cm",Cerâmica e vidrado Estampilha,"Travessa Padre Eutiquio n 1508, Belém, Pará, Brasil",Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.5,13.5,-1.4601358,-48.4913805
Azulejo-PE 67-1-1,Portugal Semelhante ao padrão holandês,,13 x 13cm,Cerâmica e vidrado Estampilha,"Travessa Rui Barbosa n 773, Belém, Pará, Brasil",Nazaré,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13,13,-1.4567183,-48.486724
Azulejo-PE 68-1-1,Provavelmente Portugal,,13 x 13cm,Cerâmica e vidrado Estampilha,"Rua siqueira Mendes n 144, Belém, Pará, Brasil",Cidade Velha,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13,13,-1.3021009,-48.4894077
Azulejo-PE 69-1-1,Provavelmente Portugal,,,Cerâmica e vidrado Estampilha,"Rua Rodrigues Santos n 295, Belém, Pará, Brasil",Cidade Velha,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4590123,-48.5024386
Azulejo-PE 70-1-1,Portugal,Padrão semelhante da V&B - Mettlach n° 107,"14,9 x 14,9cm",Cerâmica e vidrado Estampilha,"Praça da Bandeira n 72, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14.9,14.9,-1.4548975,-48.5001725
Azulejo-PE 72-1-1,Provavelmente Porto/Portugal,,,Cerâmica e vidrado Estampilha,"Avenida Serzedelo Correa n 1058, Belém, Pará, Brasil",Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4555337,-48.4918342
Azulejo-PE 73-1-1,Provavelmente Portugal,,13 x 13cm,Cerâmica e vidrado Estampilha,"Avenida Nazaré n 31, Belém, Pará, Brasil",Nazaré/Umarizal,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13,13,-1.4537702,-48.4924293
Azulejo-PE 74-1-1,Portugal,,,Cerâmica e vidrado Estampilha,"Rua Conselheiro João Alfredo n 196, Belém, Pará, Brasil",Campina/Nazaré,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4540567,-48.5031455
Azulejo-PE 74-1-1,Portugal,,,Cerâmica e vidrado Estampilha,"Avenida Portugal n 55, Belém, Pará, Brasil",Campina/Nazaré,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4532193,-48.5035837
Azulejo-PE 74-1-1,Portugal,,,Cerâmica e vidrado Estampilha,"Travessa Benjamin Constant n 1416, Belém, Pará, Brasil",Campina/Nazaré,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",,,-1.4560558,-48.4880639
Azulejo-PE 76-1-1,Porto/Portugal,Cerâmica Carvalhinho,14 x 14cm,Cerâmica e vidrado Estampilha,"Rua Ó de Almeida n 755, Belém, Pará, Brasil",Reduto,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,-1.1386998,-48.448846
Azulejo-PE 76-1-1,Porto/Portugal,Cerâmica Carvalhinho,14 x 14cm,Cerâmica e vidrado Estampilha,"Rua Ó de Almeida n 757, Belém, Pará, Brasil",Reduto,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,-1.4489637106921882,-48.49030632266415
Azulejo-PE 76-1-1,Porto/Portugal,Cerâmica Carvalhinho,14 x 14cm,Cerâmica e vidrado Estampilha,"Rua Ó de Almeida n 759, Belém, Pará, Brasil",Reduto,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",14,14,-1.4489792976436926,-48.49029412673856
Azulejo-PE 77-1-1,Provavelmente Porto/Portugal,,"13,2 x 13,2cm",Cerâmica e vidrado Estampilha,"Rua Senador Manoel Barata n 123, Belém, Pará, Brasil",Campina,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.2,13.2,-1.4450958,-48.4902637
Azulejo-PE 77-1-2,Provavelmente Porto/Portugal,,"13,2 x 13,2cm",Cerâmica e vidrado Estampilha,"Travessa Félix Roque n 135, Belém, Pará, Brasil",Cidade Velha/Nazaré,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.2,13.2,-1.4565333,-48.5054977
Azulejo-PE 77-1-2,Provavelmente Porto/Portugal,,"13,2 x 13,2cm",Cerâmica e vidrado Estampilha,"Avenida Nazaré n 293, Belém, Pará, Brasil",Cidade Velha/Nazaré,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.2,13.2,-1.4522349,-48.484785
Azulejo-PE 77-1-2,Provavelmente Porto/Portugal,,"13,2 x 13,2cm",Cerâmica e vidrado Estampilha,"Avenida Nazaré n 305, Belém, Pará, Brasil",Cidade Velha/Nazaré,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.2,13.2,-1.4522349,-48.484785
Azulejo-PE 78-1-1,Porto/Portugal,,"13,2 x 13,2cm",Cerâmica e vidrado Estampilha,"Travessa Benjamin Constant n 1006, Belém, Pará, Brasil",Nazaré,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.2,13.2,-1.4560558,-48.4880639
Azulejo-PE 78-1-1,Porto/Portugal,,"13,2 x 13,2cm",Cerâmica e vidrado Estampilha,"Travessa Benjamin Constant n 1012, Belém, Pará, Brasil",Nazaré,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",13.2,13.2,-1.4560558,-48.4880639
Azulejo-PE 80-1-1,Harlingen/Holanda,"Van Hurlst e Koninklijke Tichelaar, Makkum","12,8 x 12,8cm",Cerâmica e vidrado Estampilha,"Rua Aristides Lobo n 488, Belém, Pará, Brasil",Campina/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",12.8,12.8,-1.4479154,-48.4912453
Azulejo-PE 80-1-1,Harlingen/Holanda,"Van Hurlst e Koninklijke Tichelaar, Makkum","12,8 x 12,8cm",Cerâmica e vidrado Estampilha,"Rua Arcipreste Manoel Teodoro n 756, Belém, Pará, Brasil",Campina/Batista Campos,"Revestimento de fachada, assentados por compressão contra argamassa fresca.",12.8,12.8,-1.4627057,-48.4959067
